stn,date,SO2,CO,O3,NO2,PM10,PM25
111121,2018071909,0.003,0.4,0.008,0.03,32,23
111121,2018071910,0.004,0.4,0.011,0.032,26,19
111121,2018071911,0.004,0.3,0.016,0.027,25,18
111121,2018071912,0.004,0.3,0.021,0.019,21,13
111121,2018071913,0.003,0.2,0.034,0.013,20,11
111121,2018071914,0.004,0.3,0.065,0.01,27,19
111121,2018071915,0.003,0.3,0.062,0.011,26,19
111121,2018071916,0.003,0.3,0.059,0.012,20,14
111121,2018071917,0.003,0.2,0.055,0.014,21,16
111121,2018071918,0.003,0.3,0.062,0.016,25,19
111121,2018071919,0.003,0.3,0.061,0.016,31,21
111121,2018071920,0.003,0.3,0.035,0.02,31,21
111121,2018071921,0.003,0.3,0.019,0.019,24,15
111121,2018071922,0.003,0.3,0.014,0.017,23,15
111121,2018071923,0.002,0.2,0.012,0.014,26,17
111121,2018071924,0.002,0.3,0.004,0.02,21,15
111121,2018072001,0.003,0.3,0.005,0.018,23,17
111121,2018072002,0.002,0.3,0.006,0.016,22,16
111121,2018072003,0.002,0.3,0.003,0.019,23,16
111121,2018072004,0.002,0.4,0.004,0.02,23,16
111121,2018072005,0.002,0.4,0.003,0.021,24,14
111121,2018072006,0.002,0.4,0.002,0.022,25,19
111121,2018072007,0.002,0.5,0.004,0.023,25,22
111121,2018072008,0.003,0.5,0.005,0.026,30,21
111121,2018072009,0.003,0.4,0.009,0.032,36,23
111121,2018072010,0.004,0.4,0.016,0.036,36,22
111121,2018072011,0.003,0.4,0.03,0.037,38,23
111121,2018072012,0.004,0.4,0.052,0.036,41,26
111121,2018072013,0.004,0.4,0.086,0.032,55,37
111121,2018072014,0.005,0.4,0.126,0.025,61,44
111121,2018072015,0.006,0.4,0.137,0.025,64,46
111121,2018072016,0.006,0.4,0.114,0.024,50,39
111121,2018072017,0.007,0.4,0.089,0.024,41,32
111121,2018072018,0.007,0.4,0.059,0.027,34,25
111121,2018072019,0.006,0.3,0.042,0.031,29,18
111121,2018072020,0.007,0.3,0.028,0.041,30,19
111121,2018072021,0.007,0.3,0.013,0.043,28,18
111121,2018072022,0.004,0.3,0.007,0.036,26,14
111121,2018072023,0.003,0.4,0.01,0.03,25,12
111121,2018072024,0.003,0.4,0.004,0.035,24,15
111121,2018072101,0.003,0.5,0.003,0.039,23,16
111121,2018072102,0.003,0.6,0.003,0.037,23,15
111121,2018072103,0.003,0.5,0.002,0.036,22,12
111121,2018072104,0.003,0.5,0.003,0.035,24,17
111121,2018072105,0.003,0.5,0.003,0.033,28,19
111121,2018072106,0.003,0.5,0.003,0.032,27,19
111121,2018072107,0.004,0.5,0.004,0.034,28,19
111121,2018072108,0.003,0.5,0.007,0.04,34,22
111121,2018072109,0.004,0.5,0.016,0.048,42,29
111121,2018072110,0.004,0.5,0.04,0.04,38,24
111121,2018072111,0.006,0.6,0.061,0.041,44,30
111121,2018072112,0.007,0.5,0.065,0.035,42,30
111121,2018072113,0.006,0.5,0.081,0.032,41,30
111121,2018072114,0.006,0.4,0.11,0.025,45,31
111121,2018072115,0.005,0.4,0.167,0.023,51,34
111121,2018072116,0.006,0.4,0.167,0.018,58,44
111121,2018072117,0.005,0.3,0.128,0.016,50,35
111121,2018072118,0.01,0.3,0.089,0.021,56,33
111121,2018072119,0.005,0.3,0.05,0.023,49,18
111121,2018072120,0.004,0.3,0.037,0.022,28,18
111121,2018072121,0.004,0.3,0.022,0.025,23,14
111121,2018072122,0.005,0.3,0.008,0.032,17,10
111121,2018072123,0.003,0.3,0.008,0.03,19,12
111121,2018072124,0.003,0.3,0.009,0.028,14,10
111121,2018072201,0.002,0.4,0.003,0.037,14,7
111121,2018072202,0.003,0.4,0.005,0.033,17,11
111121,2018072203,0.003,0.5,0.005,0.031,17,14
111121,2018072204,0.003,0.4,0.009,0.024,18,12
111121,2018072205,0.003,0.4,0.012,0.018,21,12
111121,2018072206,0.003,0.4,0.005,0.024,21,13
111121,2018072207,0.003,0.4,0.006,0.026,21,13
111121,2018072208,0.003,0.4,0.019,0.022,24,15
111121,2018072209,0.003,0.4,0.031,0.025,24,13
111121,2018072210,0.003,0.4,0.046,0.024,25,16
111121,2018072211,0.003,0.4,0.069,0.019,28,15
111121,2018072212,0.003,0.4,0.089,0.026,30,18
111121,2018072213,0.003,0.3,0.103,0.015,32,20
111121,2018072214,0.003,0.3,0.092,0.01,40,19
111121,2018072215,0.003,0.3,0.081,0.013,33,18
111121,2018072216,0.003,0.3,0.093,0.01,34,20
111121,2018072217,0.003,0.3,0.1,0.01,32,22
111121,2018072218,0.003,0.3,0.092,0.013,33,26
111121,2018072219,0.004,0.3,0.064,0.015,35,25
111121,2018072220,0.003,0.3,0.055,0.013,39,27
111121,2018072221,0.003,0.3,0.036,0.019,33,23
111121,2018072222,0.003,0.4,0.021,0.026,30,20
111121,2018072223,0.002,0.3,0.015,0.03,29,24
111121,2018072224,0.003,0.3,0.022,0.021,31,24
111121,2018072301,0.004,0.3,0.014,0.03,29,25
111121,2018072302,0.005,0.4,0.019,0.031,33,26
111121,2018072303,0.011,0.4,0.035,0.025,36,24
111121,2018072304,0.013,0.4,0.033,0.02,32,24
111121,2018072305,0.009,0.4,0.03,0.02,33,23
111121,2018072306,0.005,0.3,0.011,0.015,24,17
111121,2018072307,0.006,0.3,0.007,0.019,15,10
111121,2018072308,0.005,0.3,0.005,0.023,21,10
111121,2018072309,0.005,0.4,0.007,0.024,23,10
111121,2018072310,0.005,0.4,0.011,0.026,28,13
111121,2018072311,0.005,0.4,0.021,0.02,29,14
111121,2018072312,0.005,0.4,0.027,0.022,24,12
111121,2018072313,0.006,0.5,0.032,0.034,25,13
111121,2018072314,0.006,0.4,0.067,0.024,35,21
111121,2018072315,0.006,0.4,0.099,0.019,39,25
111121,2018072316,0.005,0.3,0.118,0.017,43,28
111121,2018072317,0.004,0.3,0.113,0.015,47,30
111121,2018072318,0.003,0.3,0.085,0.014,42,28
111121,2018072319,0.003,0.3,0.069,0.016,40,26
111121,2018072320,0.003,0.3,0.046,0.02,36,24
111121,2018072321,0.003,0.2,0.032,0.016,27,17
111121,2018072322,0.004,0.2,0.04,0.012,23,14
111121,2018072323,0.003,0.2,0.046,0.013,25,14
111121,2018072324,0.003,0.3,0.041,0.014,24,16
111121,2018072401,0.003,0.3,0.029,0.021,21,14
111121,2018072402,0.003,0.3,0.023,0.021,24,16
111121,2018072403,0.003,0.4,0.022,0.02,23,19
111121,2018072404,0.003,0.3,0.021,0.021,26,19
111121,2018072405,0.003,0.3,0.02,0.02,25,22
111121,2018072406,0.003,0.4,0.01,0.031,26,18
111121,2018072407,0.003,0.5,0.007,0.031,26,17
111121,2018072408,0.003,0.4,0.011,0.032,28,18
111121,2018072409,0.003,0.4,0.02,0.028,31,20
111121,2018072410,0.003,0.6,0.039,0.039,30,19
111121,2018072411,0.003,0.5,0.056,0.03,29,18
111121,2018072412,0.003,0.4,0.066,0.027,26,18
111121,2018072413,0.003,0.4,0.084,0.037,30,22
111121,2018072414,0.003,0.4,0.125,0.026,37,24
111121,2018072415,0.005,0.4,0.175,0.025,62,43
111121,2018072416,0.004,0.4,0.173,0.024,70,55
111121,2018072417,0.004,0.4,0.161,0.024,68,54
111121,2018072418,0.004,0.4,0.148,0.022,68,50
111121,2018072419,0.007,0.4,0.095,0.032,63,48
111121,2018072420,0.006,0.4,0.066,0.039,52,37
111121,2018072421,0.012,0.4,0.07,0.027,49,34
111121,2018072422,0.01,0.4,0.048,0.028,45,33
111121,2018072423,0.008,0.4,0.036,0.025,41,31
111121,2018072424,0.012,0.3,0.027,0.019,30,20
111121,2018072501,0.01,0.3,0.011,0.022,22,15
111121,2018072502,0.006,0.3,0.011,0.019,19,12
111121,2018072503,0.006,0.3,0.019,0.016,18,11
111121,2018072504,0.005,0.2,0.026,0.01,26,15
111121,2018072505,0.003,0.3,0.028,0.01,33,17
111121,2018072506,0.004,0.3,0.021,0.015,37,23
111121,2018072507,0.005,0.4,0.009,0.025,38,24
111121,2018072508,0.004,0.4,0.009,0.03,36,22
111121,2018072509,0.004,0.4,0.012,0.033,27,21
111121,2018072510,0.004,0.5,0.019,0.027,31,18
111121,2018072511,0.003,0.4,0.026,0.026,29,21
111121,2018072512,0.004,0.5,0.024,0.033,35,23
111121,2018072513,0.004,0.4,0.033,0.03,35,23
111121,2018072514,0.004,0.4,0.046,0.031,34,23
111121,2018072515,0.004,0.4,0.048,0.033,40,25
111121,2018072516,0.004,0.4,0.05,0.023,36,22
111121,2018072517,0.004,0.4,0.044,0.032,39,24
111121,2018072518,0.004,0.4,0.039,0.029,40,27
111121,2018072519,0.004,0.4,0.033,0.029,38,26
111121,2018072520,0.004,0.4,0.029,0.024,34,21
111121,2018072521,0.004,0.4,0.02,0.03,36,21
111121,2018072522,0.005,0.4,0.015,0.028,45,25
111121,2018072523,0.005,0.3,0.016,0.017,42,24
111121,2018072524,0.005,0.3,0.014,0.018,36,21
111121,2018072601,0.006,0.3,0.005,0.027,37,23
111121,2018072602,0.005,0.3,0.007,0.024,37,22
111121,2018072603,0.004,0.3,0.013,0.015,30,22
111121,2018072604,0.004,0.3,0.016,0.012,28,18
111121,2018072605,0.003,0.3,0.012,0.017,29,17
111121,2018072606,0.005,0.4,0.008,0.021,37,20
111121,2018072607,0.004,0.4,0.007,0.024,43,27
111121,2018072608,0.004,0.4,0.01,0.024,39,24
111121,2018072609,0.004,0.5,0.012,0.028,39,24
111121,2018072610,0.004,0.5,0.012,0.031,39,23
111121,2018072611,0.004,0.4,0.019,0.028,42,26
111121,2018072612,0.004,0.4,0.032,0.024,40,25
111121,2018072613,0.003,0.3,0.049,0.022,39,27
111121,2018072614,0.003,0.4,0.067,0.026,39,28
111121,2018072615,0.003,0.4,0.075,0.034,45,33
111121,2018072616,0.004,0.4,0.079,0.028,55,37
111121,2018072617,0.004,0.4,0.071,0.025,51,33
111121,2018072618,0.004,0.4,0.065,0.024,51,34
111121,2018072619,0.005,0.4,0.058,0.025,52,34
111121,2018072620,0.006,0.4,0.041,0.032,52,33
111121,2018072621,0.005,0.4,0.023,0.031,51,32
111121,2018072622,0.003,0.4,0.014,0.026,52,29
111121,2018072623,0.003,0.4,0.013,0.023,54,31
111121,2018072624,0.003,0.3,0.013,0.021,50,32
111121,2018072701,0.003,0.3,0.02,0.014,50,31
111121,2018072702,0.002,0.3,0.024,0.011,41,28
111121,2018072703,0.003,0.3,0.024,0.011,41,31
111121,2018072704,0.003,0.3,0.022,0.009,47,31
111121,2018072705,0.003,0.3,0.018,0.01,55,33
111121,2018072706,0.003,0.4,0.015,0.013,50,33
111121,2018072707,0.003,0.4,0.008,0.021,48,35
111121,2018072708,0.003,0.4,0.008,0.028,51,34
111121,2018072709,0.003,0.4,0.01,0.03,62,33
111121,2018072710,0.003,0.4,0.019,0.029,58,36
111121,2018072711,0.004,0.4,0.031,0.026,51,31
111121,2018072712,0.004,0.4,0.035,0.033,50,31
111121,2018072713,0.004,0.4,0.062,0.029,44,29
111121,2018072714,0.004,0.4,0.09,0.032,59,41
111121,2018072715,0.004,0.4,0.125,0.026,75,50
111121,2018072716,0.004,0.4,0.126,0.02,68,47
111121,2018072717,0.004,0.3,0.099,0.018,67,48
111121,2018072718,0.004,0.3,0.067,0.019,53,37
111121,2018072719,0.004,0.3,0.04,0.023,49,35
111121,2018072720,0.004,0.4,0.02,0.026,48,31
111121,2018072721,0.003,0.3,0.01,0.03,43,27
111121,2018072722,0.003,0.3,0.014,0.022,46,28
111121,2018072723,0.003,0.3,0.015,0.021,37,26
111121,2018072724,0.003,0.3,0.014,0.02,46,29
111121,2018072801,0.002,0.3,0.012,0.019,47,27
111121,2018072802,0.003,0.4,0.008,0.021,48,31
111121,2018072803,0.002,0.4,0.005,0.024,45,29
111121,2018072804,0.003,0.3,0.005,0.024,50,35
111121,2018072805,0.003,0.4,0.004,0.021,54,33
111121,2018072806,0.002,0.4,0.003,0.021,51,36
111121,2018072807,0.003,0.3,0.005,0.02,50,36
111121,2018072808,0.003,0.4,0.007,0.022,54,37
111121,2018072809,0.003,0.4,0.006,0.03,56,36
111121,2018072810,0.003,0.3,0.01,0.037,62,42
111121,2018072811,0.003,0.3,0.024,0.039,54,37
111121,2018072812,0.003,0.3,0.05,0.031,52,35
111121,2018072813,0.003,0.3,0.083,0.021,61,42
111121,2018072814,0.003,0.2,0.101,0.016,52,36
111121,2018072815,0.003,0.3,0.04,0.04,47,34
111121,2018072816,0.003,0.3,0.036,0.041,29,21
111121,2018072817,0.003,0.2,0.026,0.04,33,23
111121,2018072818,0.002,0.3,0.013,0.052,34,23
111121,2018072819,0.003,0.3,0.008,0.057,42,32
111121,2018072820,0.002,0.4,0.003,0.059,48,33
111121,2018072821,0.003,0.3,0.004,0.049,42,34
111121,2018072822,0.003,0.3,0.005,0.036,31,23
111121,2018072823,0.003,0.3,0.003,0.035,30,19
111121,2018072824,0.003,0.3,0.004,0.03,26,18
111121,2018072901,0.003,0.2,0.007,0.024,22,19
111121,2018072902,0.003,0.2,0.011,0.016,24,18
111121,2018072903,0.003,0.2,0.014,0.012,27,19
111121,2018072904,0.003,0.2,0.014,0.01,26,19
111121,2018072905,0.003,0.2,0.015,0.009,27,17
111121,2018072906,0.003,0.2,0.015,0.011,24,18
111121,2018072907,0.003,0.2,0.012,0.016,25,14
111121,2018072908,0.003,0.2,0.015,0.016,21,15
111121,2018072909,0.003,0.2,0.022,0.014,16,15
111121,2018072910,0.003,0.2,0.031,0.012,14,10
111121,2018072911,0.003,0.2,0.04,0.012,13,9
111121,2018072912,0.003,0.2,0.041,0.012,14,10
111121,2018072913,0.003,0.2,0.043,0.012,16,13
111121,2018072914,0.002,0.2,0.046,0.009,13,9
111121,2018072915,0.002,0.2,0.044,0.014,14,10
111121,2018072916,0.003,0.2,0.038,0.02,14,9
111121,2018072917,0.003,0.2,0.038,0.022,15,10
111121,2018072918,0.003,0.2,0.034,0.024,15,10
111121,2018072919,0.002,0.2,0.029,0.027,17,12
111121,2018072920,0.002,0.2,0.029,0.023,18,13
111121,2018072921,0.003,0.2,0.029,0.016,18,13
111121,2018072922,0.003,0.2,0.023,0.02,13,7
111121,2018072923,0.002,0.2,0.02,0.016,10,8
111121,2018072924,0.002,0.2,0.017,0.013,10,6
111121,2018073001,0.002,0.2,0.018,0.009,7,5
111121,2018073002,0.002,0.2,0.018,0.007,12,5
111121,2018073003,0.002,0.2,0.019,0.007,8,4
111121,2018073004,0.002,0.2,0.02,0.008,9,6
111121,2018073005,0.002,0.2,0.02,0.009,11,4
111121,2018073006,0.002,0.2,0.014,0.015,10,6
111121,2018073007,0.002,0.2,0.009,0.02,10,3
111121,2018073008,0.003,0.2,0.013,0.017,11,5
111121,2018073009,0.003,0.2,0.014,0.016,9,7
111121,2018073010,0.003,0.2,0.018,0.017,8,4
111121,2018073011,0.003,0.2,0.024,0.019,11,5
111121,2018073012,0.002,0.2,0.031,0.019,10,4
111121,2018073013,0.002,0.3,0.036,0.021,9,6
111121,2018073014,,,,,,
111121,2018073015,,,,,,
111121,2018073016,0.003,0.3,0.041,0.025,4,1
111121,2018073017,0.003,0.4,0.044,0.026,8,5
111121,2018073018,0.002,0.4,0.035,0.03,10,8
111121,2018073019,0.003,0.4,0.026,0.037,8,7
111121,2018073020,0.002,0.4,0.016,0.04,17,13
111121,2018073021,0.003,0.4,0.01,0.039,16,11
111121,2018073022,0.003,0.4,0.008,0.035,11,7
111121,2018073023,0.003,0.3,0.011,0.027,8,5
111121,2018073024,0.002,0.3,0.009,0.028,8,5
111121,2018073101,0.002,0.4,0.01,0.024,10,4
111121,2018073102,0.002,0.3,0.014,0.02,10,6
111121,2018073103,0.003,0.4,0.017,0.019,13,7
111121,2018073104,0.003,0.3,0.02,0.017,14,8
111121,2018073105,0.003,0.3,0.016,0.019,16,9
111121,2018073106,0.003,0.3,0.009,0.026,13,9
111121,2018073107,0.003,0.4,0.006,0.03,17,7
111121,2018073108,0.003,0.4,0.011,0.028,14,7
111121,2018073109,0.003,0.4,0.016,0.027,15,10
111121,2018073110,0.003,0.5,0.018,0.03,14,6
111121,2018073111,0.003,0.5,0.023,0.033,15,6
111121,2018073112,0.003,0.4,0.043,0.022,15,6
111121,2018073113,0.003,0.3,0.059,0.018,17,11
111121,2018073114,0.003,0.3,0.076,0.017,17,11
111121,2018073115,0.003,0.3,0.091,0.014,17,13
111121,2018073116,0.003,0.4,0.1,0.021,16,9
111121,2018073117,0.003,0.3,0.107,0.012,22,15
111121,2018073118,0.002,0.3,0.098,0.013,22,17
111121,2018073119,0.003,0.3,0.089,0.012,28,21
111121,2018073120,0.003,0.3,0.075,0.011,28,20
111121,2018073121,0.003,0.3,0.06,0.01,20,16
111121,2018073122,0.002,0.3,0.044,0.013,23,14
111121,2018073123,0.003,0.3,0.042,0.016,34,19
111121,2018073124,0.002,0.5,0.031,0.022,29,20
111121,2018080101,0.003,0.6,0.024,0.026,30,18
111121,2018080102,0.003,0.6,0.023,0.023,25,18
111121,2018080103,0.003,0.5,0.014,0.027,23,17
111121,2018080104,0.002,0.4,0.024,0.021,21,16
111121,2018080105,0.003,0.4,0.021,0.023,21,18
111121,2018080106,0.003,0.4,0.014,0.029,24,17
111121,2018080107,0.003,0.4,0.007,0.037,26,22
111121,2018080108,0.003,0.5,0.014,0.038,34,22
111121,2018080109,0.003,0.5,0.025,0.037,30,22
111121,2018080110,0.003,0.5,0.042,0.03,20,13
111121,2018080111,0.003,0.4,0.074,0.023,29,10
111121,2018080112,0.003,0.4,0.109,0.023,33,16
111121,2018080113,0.003,0.5,0.123,0.03,20,19
111121,2018080114,0.003,0.4,0.133,0.016,33,22
111121,2018080115,0.003,0.4,0.122,0.015,34,23
111121,2018080116,0.003,0.4,0.118,0.012,51,21
111121,2018080117,0.003,0.3,0.102,0.012,52,21
111121,2018080118,0.003,0.4,0.082,0.014,37,23
111121,2018080119,0.003,0.4,0.051,0.021,39,24
111121,2018080120,0.002,0.4,0.039,0.019,47,29
111121,2018080121,0.002,0.4,0.035,0.017,54,34
111121,2018080122,0.002,0.4,0.039,0.012,43,30
111121,2018080123,0.002,0.5,0.024,0.024,38,26
111121,2018080124,0.002,0.5,0.024,0.021,48,33
111121,2018080201,0.002,0.4,0.026,0.017,46,33
111121,2018080202,0.002,0.4,0.022,0.017,41,27
111121,2018080203,0.002,0.5,0.014,0.025,40,25
111121,2018080204,0.003,0.4,0.017,0.026,31,22
111121,2018080205,0.003,0.4,0.021,0.022,14,14
111121,2018080206,0.003,0.4,0.011,0.029,21,15
111121,2018080207,0.003,0.4,0.006,0.035,18,12
111121,2018080208,0.003,0.5,0.013,0.035,18,13
111121,2018080209,0.004,0.5,0.027,0.031,23,15
111121,2018080210,0.005,0.6,0.034,0.037,25,16
111121,2018080211,0.005,0.6,0.043,0.04,26,16
111121,2018080212,0.005,0.6,0.067,0.035,29,20
111121,2018080213,0.004,0.6,0.093,0.033,30,24
111121,2018080214,0.005,0.5,0.126,0.02,39,30
111121,2018080215,0.005,0.5,0.147,0.023,42,31
111121,2018080216,0.005,0.5,0.163,0.02,49,39
111121,2018080217,0.005,0.4,0.147,0.018,48,37
111121,2018080218,0.004,0.4,0.123,0.021,45,35
111121,2018080219,0.004,0.4,0.095,0.028,42,31
111121,2018080220,0.004,0.5,0.082,0.03,49,35
111121,2018080221,0.004,0.5,0.076,0.027,59,41
111121,2018080222,0.003,0.5,0.066,0.027,76,51
111121,2018080223,0.003,0.5,0.076,0.023,82,69
111121,2018080224,0.003,0.6,0.078,0.025,70,50
111121,2018080301,0.003,0.7,0.066,0.023,81,58
111121,2018080302,0.003,0.6,0.053,0.028,76,60
111121,2018080303,0.003,0.6,0.045,0.032,73,58
111121,2018080304,0.003,0.6,0.025,0.039,80,63
111121,2018080305,0.003,0.6,0.027,0.035,82,58
111121,2018080306,0.003,0.5,0.016,0.042,54,40
111121,2018080307,0.004,0.5,0.011,0.051,35,30
111121,2018080308,0.005,0.6,0.021,0.045,38,27
111121,2018080309,0.006,0.5,0.032,0.043,38,24
111121,2018080310,0.006,0.4,0.046,0.03,28,19
111121,2018080311,0.004,0.5,0.052,0.035,26,19
111121,2018080312,0.004,0.4,0.075,0.03,30,21
111121,2018080313,0.004,0.4,0.108,0.022,33,25
111121,2018080314,0.004,0.4,0.141,0.018,41,32
111121,2018080315,0.005,0.5,0.154,0.021,50,38
111121,2018080316,0.006,0.4,0.133,0.019,53,40
111121,2018080317,0.005,0.4,0.11,0.02,50,37
111121,2018080318,0.004,0.4,0.081,0.021,44,33
111121,2018080319,0.005,0.4,0.068,0.02,43,32
111121,2018080320,0.004,0.4,0.048,0.025,38,28
111121,2018080321,0.004,0.4,0.035,0.025,36,25
111121,2018080322,0.004,0.4,0.032,0.022,32,23
111121,2018080323,0.003,0.3,0.036,0.017,31,22
111121,2018080324,0.003,0.3,0.04,0.014,26,20
111121,2018080401,0.003,0.3,0.037,0.014,27,18
111121,2018080402,0.003,0.3,0.033,0.015,26,19
111121,2018080403,0.003,0.3,0.036,0.012,23,19
111121,2018080404,0.003,0.4,0.04,0.009,23,18
111121,2018080405,0.003,0.4,0.041,0.009,24,19
111121,2018080406,0.003,0.3,0.041,0.016,25,19
111121,2018080407,0.004,0.3,0.032,0.024,27,18
111121,2018080408,0.004,0.3,0.031,0.02,29,20
111121,2018080409,0.004,0.3,0.034,0.019,34,24
111121,2018080410,0.004,0.3,0.043,0.018,34,23
111121,2018080411,0.004,0.4,0.053,0.016,36,24
111121,2018080412,0.005,0.3,0.06,0.017,37,25
111121,2018080413,0.005,0.3,0.064,0.017,34,24
111121,2018080414,0.004,0.3,0.06,0.012,31,21
111121,2018080415,0.004,0.3,0.062,0.012,29,19
111121,2018080416,0.003,0.2,0.052,0.01,22,14
111121,2018080417,0.003,0.2,0.044,0.01,19,14
111121,2018080418,0.003,0.2,0.036,0.011,17,12
111121,2018080419,0.003,0.2,0.029,0.014,18,14
111121,2018080420,0.003,0.2,0.024,0.015,24,15
111121,2018080421,0.004,0.3,0.017,0.02,22,14
111121,2018080422,,0.3,0.021,0.016,30,19
111121,2018080423,0.005,0.3,0.027,0.011,29,18
111121,2018080424,0.003,0.2,0.024,0.013,34,21
111121,2018080501,0.003,0.2,0.027,0.01,38,22
111121,2018080502,0.003,0.2,0.033,0.005,37,24
111121,2018080503,0.003,0.2,0.034,0.004,40,25
111121,2018080504,0.002,0.2,0.034,0.004,38,24
111121,2018080505,0.002,0.2,0.036,0.004,36,22
111121,2018080506,0.002,0.2,0.035,0.005,38,25
111121,2018080507,0.002,0.2,0.031,0.009,43,28
111121,2018080508,0.002,0.2,0.026,0.011,48,29
111121,2018080509,0.002,0.2,0.027,0.009,44,29
111121,2018080510,0.002,0.2,0.033,0.008,32,22
111121,2018080511,0.003,0.2,0.033,0.009,40,32
111121,2018080512,0.003,0.2,0.041,0.007,31,20
111121,2018080513,0.003,0.2,0.04,0.007,31,18
111121,2018080514,0.003,0.2,0.041,0.006,21,14
111121,2018080515,0.003,0.2,0.041,0.006,20,13
111121,2018080516,0.003,0.2,0.04,0.007,25,17
111121,2018080517,0.003,0.2,0.036,0.008,28,19
111121,2018080518,0.003,0.2,0.032,0.01,27,18
111121,2018080519,0.004,0.2,0.03,0.007,27,19
111121,2018080520,0.004,0.2,0.024,0.012,30,19
111121,2018080521,0.003,0.2,0.025,0.011,35,23
111121,2018080522,0.003,0.2,0.024,0.011,33,21
111121,2018080523,0.004,0.2,0.025,0.011,37,21
111121,2018080524,0.004,0.2,0.026,0.01,38,24
111121,2018080601,0.004,0.2,0.025,0.01,38,25
111121,2018080602,0.003,0.2,0.031,0.005,41,27
111121,2018080603,0.003,0.2,0.029,0.005,43,28
111121,2018080604,0.003,0.2,0.026,0.007,44,29
111121,2018080605,0.004,0.2,0.025,0.007,42,28
111121,2018080606,0.003,0.2,0.023,0.01,48,30
111121,2018080607,0.003,0.2,0.02,0.012,52,29
111121,2018080608,0.003,0.2,0.017,0.014,53,32
111121,2018080609,0.003,0.2,0.013,0.021,50,36
111121,2018080610,0.002,0.3,0.011,0.029,34,27
111121,2018080611,0.002,0.3,0.019,0.028,27,22
111121,2018080612,0.003,0.3,0.025,0.031,35,25
111121,2018080613,0.003,0.2,0.04,0.024,34,19
